"govtrust","humanid","globalid","ownestim","gender","age","income","edu","ses","scicons","trustsci","envid","extmotiv","intmotiv","politics","cri_2020","co_emissions","gini","hdi","CountryCode","pcpid","ccshare"
"0","92","40","69","2","20","4","3","7","97","71","68.5","48.2","84.4","",77.17,7.916,28.8,0.876,36,"2760",1
"19","54","69","68","2","19","1","2","5","60","51","53.75","23.6","45.6","",77.17,7.916,28.8,0.876,36,"2761",0
"2","53","46","51","2","33","2","2","4","80","13","47.25","45.4","52.2","",77.17,7.916,28.8,0.876,36,"2762",0
"47","78","79","75","2","43","","1","4","72","60.5","69.25","61.4","66.4","46",77.17,7.916,28.8,0.876,36,"2763",1
"1","71","52","37","1","69","1","3","4","71","10","17.75","31.8","50.2","49.5",77.17,7.916,28.8,0.876,36,"2764",0
"23","73","80","25","2","31","1","2","5","32","74","53.5","40.8","59.2","54",77.17,7.916,28.8,0.876,36,"2765",0
"1","45","34","42","1","24","","","5","28","53","35.75","24.4","39.8","",77.17,7.916,28.8,0.876,36,"2767",0
"0","60","41","59","1","30","3","3","3","80","41.5","60","41.2","49","49.5",77.17,7.916,28.8,0.876,36,"2768",0
"0","0","50","50","1","71","","2","4","19","10","25.75","0","62.2","100",77.17,7.916,28.8,0.876,36,"2772",0
"61","63","71","68","1","75","2","2","6","82","67.5","73","45.2","80.2","27.5",77.17,7.916,28.8,0.876,36,"2773",0
"1","52","51","62","2","56","","3","5","82","50","61.75","5.6","69","56.5",77.17,7.916,28.8,0.876,36,"2776",0
"10","69","99","49","1","68","2","3","5","80","69","81.25","5.6","80.2","31",77.17,7.916,28.8,0.876,36,"2778",1
"80","80","90","100","1","39","","3","7","90","","82.5","10.6","26.2","40.5",77.17,7.916,28.8,0.876,36,"2781",0
"11","49","100","30","2","67","2","3","5","72","81.5","85.25","7.6","100","20",77.17,7.916,28.8,0.876,36,"2783",1
"20","51","70","51","1","59","","3","3","61","25.5","52.75","42.2","58.6","30",77.17,7.916,28.8,0.876,36,"2784",1
"1","70","88","37","2","50","1","2","1","38","27.5","62","50.6","54.8","49",77.17,7.916,28.8,0.876,36,"2786",0
"6","100","100","69","1","73","1","3","3","100","100","100","63","99","1.5",77.17,7.916,28.8,0.876,36,"2787",1
"80","85","60","46","1","46","1","3","5","87","62.5","65.75","25.2","66.4","78",77.17,7.916,28.8,0.876,36,"2788",0
"40","52","54","31","1","33","4","2","5","61","50.5","59.75","39.8","43","50.5",77.17,7.916,28.8,0.876,36,"2792",1
"12","91","49","78","1","69","3","3","5","79","92.5","96.5","60.8","99","76",77.17,7.916,28.8,0.876,36,"2793",1
"86","94","50","32","1","64","","3","6","81","32","87.75","23.2","71","67.5",77.17,7.916,28.8,0.876,36,"2794",1
"41","75","80","25","1","57","","3","8","56","22.5","46.25","25","72.2","63",77.17,7.916,28.8,0.876,36,"2796",0
"12","71","97","51","2","56","3","3","9","90","85","71.25","26.8","96.6","26.5",77.17,7.916,28.8,0.876,36,"2797",1
"0","70","91","60","2","73","2","3","7","90","91","95.25","34","100","25.5",77.17,7.916,28.8,0.876,36,"2798",1
"38","92","92","70","1","76","1","3","2","100","100","99.5","62.6","95.2","34",77.17,7.916,28.8,0.876,36,"2799",1
"53","67","63","56","2","34","3","3","6","72","67","64.5","42","65","37.5",77.17,7.916,28.8,0.876,36,"2802",0
"13","51","88","80","1","25","2","3","7","99","75.5","45","8.4","40.6","49",77.17,7.916,28.8,0.876,36,"2805",1
"14","61","35","60","1","20","2","2","5","53","70","60.25","58.6","56.6","60",77.17,7.916,28.8,0.876,36,"2809",1
"20","59","40","37","2","45","","2","6","39","","44.5","41.4","45.6","53",77.17,7.916,28.8,0.876,36,"2810",0
"0","0","9","48","1","25","3","3","2","0","","0","0.2","39.8","51",77.17,7.916,28.8,0.876,36,"2811",0
"19","71","96","50","1","73","2","3","7","81","94","97.25","40.8","94.2","23",77.17,7.916,28.8,0.876,36,"2814",1
"1","91","90","59","2","56","1","3","5","69","25.5","91","14.6","56.4","51",77.17,7.916,28.8,0.876,36,"2815",0
"2","79","73","60","1","48","1","3","3","82","77","82.75","43.2","93.8","57.5",77.17,7.916,28.8,0.876,36,"2816",1
"19","60","32","61","1","33","","2","6","50","46","51.5","55.6","55.6","42.5",77.17,7.916,28.8,0.876,36,"2818",0
"58","65","43","69","1","24","3","3","5","64","62.5","82","74.4","66.6","70",77.17,7.916,28.8,0.876,36,"2819",0
"6","100","99","100","2","35","1","2","9","81","7","99.5","42","59.6","100",77.17,7.916,28.8,0.876,36,"2820",0
"74","74","78","39","2","25","","3","5","90","86.5","85.5","24.6","84.2","76.5",77.17,7.916,28.8,0.876,36,"2821",1
"20","90","81","78","1","45","3","2","5","82","82.5","70.25","30.4","95.8","39.5",77.17,7.916,28.8,0.876,36,"2822",0
"50","81","87","98","2","52","","3","6","60","43.5","86","37.8","62.8","12",77.17,7.916,28.8,0.876,36,"2823",1
"10","48","52","8","1","42","","4","7","50","19","31.25","14.2","34.2","93",77.17,7.916,28.8,0.876,36,"2824",0
"7","69","62","44","1","20","1","2","4","41","82","49.25","37","45","35",77.17,7.916,28.8,0.876,36,"2825",1
"1","70","70","50","1","39","4","3","6","70","90","82.5","20.8","99.8","50",77.17,7.916,28.8,0.876,36,"2826",1
"42","47","66","51","1","31","3","3","5","97","95.5","2.25","11.6","21","52.5",77.17,7.916,28.8,0.876,36,"2827",0
"1","47","50","47","1","34","3","3","5","33","33.5","38.75","44","46","43.5",77.17,7.916,28.8,0.876,36,"2828",0
"19","74","59","82","2","21","4","3","8","81","30.5","36.25","23.6","54","84",77.17,7.916,28.8,0.876,36,"2829",0
"46","61","61","76","2","25","4","2","6","64","64","68","45.4","77.6","48.5",77.17,7.916,28.8,0.876,36,"2830",1
"19","62","67","60","1","32","2","3","5","85","71","69","8","72.6","",77.17,7.916,28.8,0.876,36,"2831",1
"88","80","74","65","1","30","4","2","5","54","47.5","63","62.8","57.4","70",77.17,7.916,28.8,0.876,36,"2835",1
"94","79","69","47","","60","3","2","5","49","17","56.25","61","46.2","79.5",77.17,7.916,28.8,0.876,36,"2836",0
"1","68","61","40","2","30","4","2","6","81","71.5","46.25","37.8","60.2","36.5",77.17,7.916,28.8,0.876,36,"2838",0
"86","87","96","100","1","43","1","1","9","88","99","90","81.4","73","100",77.17,7.916,28.8,0.876,36,"2839",1
"4","76","71","91","2","","1","2","5","84","","82","50.6","50.6","49",77.17,7.916,28.8,0.876,36,"2841",0
"89","95","93","81","2","29","2","2","8","100","98","96.25","87.6","78.2","58.5",77.17,7.916,28.8,0.876,36,"2842",1
"0","60","81","55","1","20","3","2","6","77","90","71","14.6","75","29.5",77.17,7.916,28.8,0.876,36,"2843",0
"72","87","86","49","2","29","3","2","6","69","83","86.25","91.2","71.2","61.5",77.17,7.916,28.8,0.876,36,"2844",1
"1","98","91","82","1","51","3","2","4","96","52","32.5","42.8","51.6","88.5",77.17,7.916,28.8,0.876,36,"2845",0
"21","49","35","69","2","23","1","2","4","72","54.5","44.25","55.6","56.2","53.5",77.17,7.916,28.8,0.876,36,"2849",0
"0","14","19","75","2","18","","2","7","83","50","19.75","9.2","39.6","",77.17,7.916,28.8,0.876,36,"2850",1
"81","42","79","52","2","22","1","2","3","55","67","61.25","51.4","52.8","59.5",77.17,7.916,28.8,0.876,36,"2852",1
"10","70","100","60","1","35","","2","4","80","92.5","75","10","76","20",77.17,7.916,28.8,0.876,36,"2853",1
"1","72","77","65","2","24","1","2","2","44","51.5","28.75","34.6","46.6","11.5",77.17,7.916,28.8,0.876,36,"2855",0
"0","100","100","30","1","23","","2","6","90","100","92.75","38","100","75",77.17,7.916,28.8,0.876,36,"2856",0
"","73","100","76","2","61","1","2","2","82","","82.75","82.8","70","",77.17,7.916,28.8,0.876,36,"2858",1
"5","85","93","80","2","51","1","2","3","83","62","81.75","82.4","69","37.5",77.17,7.916,28.8,0.876,36,"2860",1
"77","80","78","38","1","28","4","2","7","87","100","77.25","17.8","95.6","62.5",77.17,7.916,28.8,0.876,36,"2862",0
"10","60","50","80","1","64","2","2","5","70","40.5","67.75","39.2","65.8","34.5",77.17,7.916,28.8,0.876,36,"2864",1
"55","60","59","75","2","46","1","2","7","84","","61.5","55","58.4","95.5",77.17,7.916,28.8,0.876,36,"2865",1
"","1","2","7","2","52","1","2","6","16","","7.25","9.2","23.2","1.5",77.17,7.916,28.8,0.876,36,"2866",0
"12","99","98","85","1","59","3","2","6","96","56.5","99","70","79.2","52",77.17,7.916,28.8,0.876,36,"2867",0
"2","61","70","68","1","19","","2","7","77","68","35","28.2","78","44.5",77.17,7.916,28.8,0.876,36,"2868",0
"2","75","20","60","1","33","1","2","5","57","61","55.25","20.6","40.6","61",77.17,7.916,28.8,0.876,36,"2869",0
"74","99","100","67","1","49","3","2","7","90","88.5","88.25","44.4","99.8","81.5",77.17,7.916,28.8,0.876,36,"2870",0
"30","46","45","53","1","48","3","3","6","50","48.5","50.75","54.8","50.8","51.5",77.17,7.916,28.8,0.876,36,"2871",0
"6","74","57","86","2","34","1","2","5","100","","20.25","11.6","2.6","",77.17,7.916,28.8,0.876,36,"2873",0
"70","74","100","75","","60","3","2","6","70","36","86.25","48.4","75.8","61.5",77.17,7.916,28.8,0.876,36,"2874",0
"4","73","96","80","2","30","4","3","7","62","47","46.25","19","47.8","45.5",77.17,7.916,28.8,0.876,36,"2875",0
"20","90","100","70","2","19","5","2","8","85","83","66.25","51.2","58.2","6",77.17,7.916,28.8,0.876,36,"2876",0
"20","91","80","84","2","19","5","3","6","86","90","61.5","45.8","85","38.5",77.17,7.916,28.8,0.876,36,"2877",0
"10","80","30","65","2","21","3","3","4","91","50","10","69","8","31.5",77.17,7.916,28.8,0.876,36,"2878",0
"0","70","58","61","2","23","6","3","7","80","77","53.75","35.8","65.2","20",77.17,7.916,28.8,0.876,36,"2880",0
"3","89","100","51","2","28","1","3","5","50","78.5","36","2","53.6","53.5",77.17,7.916,28.8,0.876,36,"2881",0
"34","56","38","57","2","22","","3","7","69","69","54","13.6","68","93.5",77.17,7.916,28.8,0.876,36,"2882",0
"3","52","54","81","2","21","","2","5","96","58.5","48.5","40","67.8","3",77.17,7.916,28.8,0.876,36,"2883",0
"36","80","82","61","2","41","","3","7","85","99","72","32.4","65.4","70",77.17,7.916,28.8,0.876,36,"2884",0
"2","81","41","68","2","38","3","3","6","95","90.5","70.25","48.6","91.4","23",77.17,7.916,28.8,0.876,36,"2889",1
"19","68","81","40","2","21","","3","6","70","74","62","35.4","69","36.5",77.17,7.916,28.8,0.876,36,"2890",0
"1","90","50","50","2","21","","2","8","100","85","41.25","19.4","48.4","",77.17,7.916,28.8,0.876,36,"2891",1
"0","70","44","40","2","20","","2","7","66","65","41.75","2.4","59.4","",77.17,7.916,28.8,0.876,36,"2892",0
"4","49","71","35","2","","1","3","7","91","84","50.5","22.6","75","3",77.17,7.916,28.8,0.876,36,"2893",0
"10","60","60","30","2","20","4","3","7","90","67.5","45","16.6","81","21",77.17,7.916,28.8,0.876,36,"2895",0
"10","66","42","40","2","20","1","2","6","80","86.5","50","12.8","73.4","15.5",77.17,7.916,28.8,0.876,36,"2896",0
"0","61","40","65","1","37","3","4","8","88","72","67.75","6.8","65.2","15",77.17,7.916,28.8,0.876,36,"2897",0
"20","41","61","43","1","24","1","3","5","98","99.5","82","43.4","87.6","16",77.17,7.916,28.8,0.876,36,"2898",0
"7","57","75","39","2","46","","3","5","96","62.5","86","8.4","89.8","9.5",77.17,7.916,28.8,0.876,36,"2899",0
"0","50","89","30","2","25","4","3","6","94","100","62.75","10","92","28.5",77.17,7.916,28.8,0.876,36,"2903",0
"55","100","100","77","2","31","2","2","6","79","100","18.75","51.2","58.6","",77.17,7.916,28.8,0.876,36,"2904",0
"0","50","50","20","2","39","3","3","6","80","75","42.75","24.8","70.8","31.5",77.17,7.916,28.8,0.876,36,"2905",0
"3","46","22","38","2","27","1","3","5","81","91","45","20.2","73.4","52",77.17,7.916,28.8,0.876,36,"2906",0
"51","70","31","51","2","37","3","3","7","85","51","61.25","37.6","59","66",77.17,7.916,28.8,0.876,36,"2907",0
"22","62","22","17","2","30","3","3","4","71","100","26.5","18.8","60.6","66.5",77.17,7.916,28.8,0.876,36,"2909",0
"55","85","75","80","1","21","3","3","6","100","92.5","83.75","13","80","26.5",38.83,3.9609,34.7,0.866,37,"2917",0
"60","85","65","65","1","25","","3","6","81","78","82.5","22","85","51",38.83,3.9609,34.7,0.866,37,"2918",0
"60","84","81","87","2","43","5","4","10","77","77","94.25","5.4","82.6","63",38.83,3.9609,34.7,0.866,37,"2919",1
"17","60","93","61","2","19","4","3","7","96","79.5","58.5","4","59.8","26.5",38.83,3.9609,34.7,0.866,37,"2920",0
"20","93","84","50","1","21","2","2","5","61","73","86.75","18.8","41.8","61.5",38.83,3.9609,34.7,0.866,37,"2921",1
"40","80","92","55","2","25","4","3","7","90","86","83","21.8","85.2","47.5",38.83,3.9609,34.7,0.866,37,"2922",0
"60","95","75","35","2","51","1","3","6","92","92","84.75","12.4","75.2","16.5",38.83,3.9609,34.7,0.866,37,"2923",0
"29","83","100","81","2","44","2","2","8","92","55","87.75","14","98.2","20.5",38.83,3.9609,34.7,0.866,37,"2924",0
"50","100","92","80","1","26","3","3","6","98","99.5","97.5","12","98","0",38.83,3.9609,34.7,0.866,37,"2926",1
"55","75","65","63","1","21","1","3","3","93","82.5","65","17","72","20.5",38.83,3.9609,34.7,0.866,37,"2927",0
"80","75","75","75","1","21","3","3","5","80","95","65","46","57","51.5",38.83,3.9609,34.7,0.866,37,"2928",1
"35","100","90","40","2","21","4","3","6","80","95.5","98.75","6","100","8",38.83,3.9609,34.7,0.866,37,"2929",1
"53","75","81","61","1","21","2","2","2","95","85","84.75","33.8","69.4","42.5",38.83,3.9609,34.7,0.866,37,"2930",1
"50","80","72","100","2","23","2","3","6","80","76","80","28","90","85",38.83,3.9609,34.7,0.866,37,"2931",0
"40","75","70","60","2","24","1","3","7","95","72.5","76.25","52","68","22",38.83,3.9609,34.7,0.866,37,"2932",0
"50","100","80","70","1","20","1","2","5","80","100","90","1","80","",38.83,3.9609,34.7,0.866,37,"2935",0
"45","33","51","80","2","25","4","2","3","80","82.5","61","2","60","45",38.83,3.9609,34.7,0.866,37,"2936",0
"37","83","83","53","2","22","3","3","6","91","70","77.25","16.2","75.6","",38.83,3.9609,34.7,0.866,37,"2937",0
"20","71","50","80","1","23","1","3","7","50","60","65","50.4","50.6","45",38.83,3.9609,34.7,0.866,37,"2939",0
"33","73","93","29","2","24","4","3","7","96","74.5","74","5.4","86.8","20",38.83,3.9609,34.7,0.866,37,"2940",0
"39","61","61","71","1","43","3","4","6","89","82","65","52.2","57.6","72.5",38.83,3.9609,34.7,0.866,37,"2941",0
"100","100","100","75","2","50","2","3","6","100","100","87.5","10","96.4","12",38.83,3.9609,34.7,0.866,37,"2942",0
"60","71","69","69","1","30","2","3","6","74","70.5","82.25","9.8","66.8","50",38.83,3.9609,34.7,0.866,37,"2943",0
"1","90","79","61","1","24","4","3","7","100","74.5","73.75","19","75.4","86.5",38.83,3.9609,34.7,0.866,37,"2944",0
"45","100","100","73","2","31","4","3","6","92","94.5","100","0","100","57.5",38.83,3.9609,34.7,0.866,37,"2946",0
"65","80","90","60","1","20","3","2","5","95","90.5","76.25","6","85","8",38.83,3.9609,34.7,0.866,37,"2948",0
"35","82","78","65","2","26","1","3","3","70","60.5","30.5","3.8","36.4","30.5",38.83,3.9609,34.7,0.866,37,"2949",0
"60","85","75","90","1","21","3","3","4","90","77.5","71.25","1","96","18.5",38.83,3.9609,34.7,0.866,37,"2951",1
"9","50","33","65","1","38","2","3","5","64","78","24.25","16","49.4","36",38.83,3.9609,34.7,0.866,37,"2952",0
"33","80","79","71","2","21","4","2","4","85","97.5","81","16.6","60","10",38.83,3.9609,34.7,0.866,37,"2953",0
"63","73","71","67","2","27","3","3","7","82","70.5","56","0.8","76.2","51",38.83,3.9609,34.7,0.866,37,"2956",0
"50","62","56","62","2","22","2","3","6","81","69.5","66.75","30.2","77.8","31.5",38.83,3.9609,34.7,0.866,37,"2957",0
"40","100","100","50","2","25","5","3","7","90","95","66.25","11","96","46",53.17,3.7154,34.6,0.821,38,"2959",0
"51","75","97","17","2","33","6","3","8","89","100","84.25","25.2","95.6","57.5",53.17,3.7154,34.6,0.821,38,"2960",0
"30","60","61","28","1","25","5","3","6","72","85.5","19.75","12.8","61.6","80",53.17,3.7154,34.6,0.821,38,"2961",0
"30","70","72","44","2","45","5","4","6","60","60.5","66.25","33.6","73.6","45.5",53.17,3.7154,34.6,0.821,38,"2963",0
"25","95","72","51","2","31","8","3","7","83","58.5","96","7.2","87.4","88",53.17,3.7154,34.6,0.821,38,"2965",0
"0","100","100","30","2","56","6","4","7","41","61","100","2.4","100","50",53.17,3.7154,34.6,0.821,38,"2966",0
"20","80","90","50","1","20","5","2","7","80","90","57.5","23","88","35.5",53.17,3.7154,34.6,0.821,38,"2967",0
"45","70","80","25","1","50","8","4","8","70","75","75","25.2","68","51",53.17,3.7154,34.6,0.821,38,"2968",1
"28","73","91","47","1","25","4","3","6","96","93","95.75","6.2","96.2","69.5",53.17,3.7154,34.6,0.821,38,"2969",0
"45","75","75","35","1","21","3","2","6","70","94.5","50","29","60","40",53.17,3.7154,34.6,0.821,38,"2970",0
"81","100","70","10","2","26","8","3","8","91","81.5","85","29","99.8","11",53.17,3.7154,34.6,0.821,38,"2971",0
"25","68","87","24","1","57","5","3","7","80","56","60.5","51.2","78.4","58.5",53.17,3.7154,34.6,0.821,38,"2972",0
"31","65","90","32","2","33","5","4","7","95","99","78.75","8.2","82.4","20.5",53.17,3.7154,34.6,0.821,38,"2973",0
"34","78","60","36","1","30","5","3","7","83","80","50.75","29.8","61.4","50",53.17,3.7154,34.6,0.821,38,"2974",0
"20","89","90","30","1","36","7","3","7","50","50","39","1.8","48.2","60",53.17,3.7154,34.6,0.821,38,"2976",0
"20","39","58","60","1","47","7","4","5","80","70.5","40.75","7","43.8","26",53.17,3.7154,34.6,0.821,38,"2977",0
"1","80","100","30","1","61","6","3","8","90","70","100","0","100","51",53.17,3.7154,34.6,0.821,38,"2978",0
"35","60","40","42","1","36","5","4","6","94","70","18.75","2.2","58.2","60",53.17,3.7154,34.6,0.821,38,"2980",0
"55","77","75","68","2","40","8","4","9","83","81.5","87.5","57.8","80.2","37",53.17,3.7154,34.6,0.821,38,"2981",0
"42","99","99","70","2","55","5","3","4","91","84","92.75","0.8","99.6","40",53.17,3.7154,34.6,0.821,38,"2982",0
"40","49","53","37","1","25","4","3","9","74","75.5","44.5","49.2","63.4","58",53.17,3.7154,34.6,0.821,38,"2984",0
"1","27","23","41","1","69","4","3","5","61","90.5","54.75","41.2","89","57",53.17,3.7154,34.6,0.821,38,"2986",0
"30","70","100","30","2","41","4","4","7","85","100","80","2","95.2","47.5",53.17,3.7154,34.6,0.821,38,"2987",0
"","47","19","61","2","38","","3","5","43","31","31.5","44.6","49","45.5",47.67,11.8,36,0.822,39,"2989",0
"100","100","100","94","1","18","1","2","6","100","100","100","93.8","73.2","97",47.67,11.8,36,0.822,39,"2991",0
"51","20","10","30","1","49","1","3","2","50","29","16.5","16.2","38.4","51.5",47.67,11.8,36,0.822,39,"2994",0
"53","51","100","83","2","29","4","3","5","70","60","72.75","47.2","80.8","61.5",47.67,11.8,36,0.822,39,"2995",0
"100","71","84","96","2","59","1","2","5","96","78","78.5","15","75.6","53",47.67,11.8,36,0.822,39,"2996",1
"52","50","33","71","2","40","2","3","2","71","61","78.75","25.4","77.2","",47.67,11.8,36,0.822,39,"2997",0
"100","100","100","100","2","46","3","4","10","100","100","100","100","80","100",47.67,11.8,36,0.822,39,"2998",0
"61","50","45","41","2","65","4","3","6","29","41","56","41.4","52","51",47.67,11.8,36,0.822,39,"2999",0
"69","45","58","42","1","50","5","3","5","63","85.5","46.5","20.2","31","72",47.67,11.8,36,0.822,39,"3001",1
"10","50","41","41","2","20","","3","5","54","39","47.75","12.2","63.8","55",47.67,11.8,36,0.822,39,"3002",0
"5","15","25","20","1","31","4","3","4","40","","15","2.8","30","50",47.67,11.8,36,0.822,39,"3003",0
"71","51","96","61","1","36","5","3","6","82","49.5","34.5","12","71.8","68.5",47.67,11.8,36,0.822,39,"3004",0
"14","54","82","47","1","22","4","3","7","60","40.5","45.25","51.2","48.2","43",47.67,11.8,36,0.822,39,"3005",0
"","49","39","49","1","","4","4","1","31","","49.25","56.6","57.4","",47.67,11.8,36,0.822,39,"3006",1
"62","10","0","20","1","28","5","3","4","20","1","2.5","0.2","15","48",47.67,11.8,36,0.822,39,"3008",0
"100","16","100","80","1","19","6","3","10","87","62","79","57.8","59.2","54",47.67,11.8,36,0.822,39,"3009",0
"28","59","88","88","2","49","6","4","6","81","80","83.5","25","92","54",47.67,11.8,36,0.822,39,"3010",1
